Epoch:  0 |train loss: 1.6070 验证集上准确率： 0.2517321 耗时: 10.175079380999705 s
Epoch:  9 |train loss: 1.3104 验证集上准确率： 0.5334873 耗时: 1422.0639938640002 s
Epoch:  9 |train loss: 1.1860 验证集上准确率： 0.5311778 耗时: 1434.972215931 s
Epoch:  10 |train loss: 1.3102 验证集上准确率： 0.55542725 耗时: 1447.82502918 s
Epoch:  10 |train loss: 1.3454 验证集上准确率： 0.54503465 耗时: 1460.6850187149998 s
Epoch:  10 |train loss: 1.3744 验证集上准确率： 0.55196303 耗时: 1473.7726310330004 s
Epoch:  10 |train loss: 1.3698 验证集上准确率： 0.55427253 耗时: 1486.705764187 s
Epoch:  10 |train loss: 1.3095 验证集上准确率： 0.57505774 耗时: 1499.7052592389996 s
Epoch:  10 |train loss: 1.3483 验证集上准确率： 0.5531178 耗时: 1513.292212195 s
Epoch:  10 |train loss: 1.4308 验证集上准确率： 0.5577367 耗时: 1526.1780278069996 s
Epoch:  10 |train loss: 1.3948 验证集上准确率： 0.4965358 耗时: 1539.3400947169998 s
Epoch:  10 |train loss: 1.4354 验证集上准确率： 0.5184758 耗时: 1552.2581030380002 s
Epoch:  10 |train loss: 1.4979 验证集上准确率： 0.53233254 耗时: 1565.582298979 s
Epoch:  10 |train loss: 1.4334 验证集上准确率： 0.48383373 耗时: 1578.8717604669996 s
Epoch:  11 |train loss: 1.4043 验证集上准确率： 0.51501155 耗时: 1591.1720165109996 s
Epoch:  11 |train loss: 1.4361 验证集上准确率： 0.5207852 耗时: 1604.2659859789997 s
Epoch:  11 |train loss: 1.3111 验证集上准确率： 0.56581986 耗时: 1617.253640585 s
Epoch:  11 |train loss: 1.2802 验证集上准确率： 0.5577367 耗时: 1630.6083328009995 s
Epoch:  11 |train loss: 1.3736 验证集上准确率： 0.46189377 耗时: 1643.8775875340002 s
Epoch:  11 |train loss: 1.2503 验证集上准确率： 0.5334873 耗时: 1656.8925818980001 s
Epoch:  11 |train loss: 1.3408 验证集上准确率： 0.5300231 耗时: 1670.030904097 s
Epoch:  11 |train loss: 1.3111 验证集上准确率： 0.5404157 耗时: 1683.150142862 s
Epoch:  11 |train loss: 1.4050 验证集上准确率： 0.4699769 耗时: 1696.4571494710003 s
Epoch:  11 |train loss: 1.4637 验证集上准确率： 0.4699769 耗时: 1709.5263226519996 s
Epoch:  11 |train loss: 1.6550 验证集上准确率： 0.49538106 耗时: 1722.482124828 s
Epoch:  12 |train loss: 1.4066 验证集上准确率： 0.5127021 耗时: 1735.0176979579996 s
Epoch:  12 |train loss: 1.4362 验证集上准确率： 0.5311778 耗时: 1748.3816163770002 s
Epoch:  12 |train loss: 1.3152 验证集上准确率： 0.5438799 耗时: 1761.3818591329996 s
Epoch:  12 |train loss: 1.4875 验证集上准确率： 0.5103926 耗时: 1774.5207575979998 s
Epoch:  12 |train loss: 1.4673 验证集上准确率： 0.4896074 耗时: 1788.6809487180003 s
Epoch:  12 |train loss: 1.4048 验证集上准确率： 0.5277136 耗时: 1802.3021549199998 s
Epoch:  12 |train loss: 1.4673 验证集上准确率： 0.539261 耗时: 1815.6062457820003 s
Epoch:  12 |train loss: 1.3776 验证集上准确率： 0.5415704 耗时: 1828.646673414 s
Epoch:  12 |train loss: 1.5502 验证集上准确率： 0.44688222 耗时: 1841.6586535319998 s
Epoch:  12 |train loss: 1.5088 验证集上准确率： 0.4491917 耗时: 1854.782159844 s
Epoch:  12 |train loss: 1.5802 验证集上准确率： 0.4561201 耗时: 1868.2413405470002 s
Epoch:  13 |train loss: 1.4986 验证集上准确率： 0.4157044 耗时: 1880.6288148620001 s
Epoch:  13 |train loss: 1.6841 验证集上准确率： 0.36720553 耗时: 1893.7413638229996 s
Epoch:  13 |train loss: 1.6861 验证集上准确率： 0.39491916 耗时: 1906.7290949499998 s
Epoch:  13 |train loss: 1.4986 验证集上准确率： 0.4630485 耗时: 1919.8415155199996 s
Epoch:  13 |train loss: 1.4048 验证集上准确率： 0.47228637 耗时: 1933.2478386819998 s
Epoch:  13 |train loss: 1.3423 验证集上准确率： 0.517321 耗时: 1946.1055278339995 s
Epoch:  13 |train loss: 1.5870 验证集上准确率： 0.5265589 耗时: 1959.0299355820002 s
Epoch:  13 |train loss: 1.3423 验证集上准确率： 0.5127021 耗时: 1972.1839008680004 s
Epoch:  13 |train loss: 1.5611 验证集上准确率： 0.517321 耗时: 1985.5830907759996 s
Epoch:  13 |train loss: 1.2173 验证集上准确率： 0.49769053 耗时: 1998.7291525529995 s
Epoch:  13 |train loss: 1.4048 验证集上准确率： 0.5288684 耗时: 2011.601994182 s
Epoch:  14 |train loss: 1.2798 验证集上准确率： 0.53464204 耗时: 2023.98278024 s
Epoch:  14 |train loss: 1.3716 验证集上准确率： 0.5369515 耗时: 2037.0089852229999 s
Epoch:  14 |train loss: 1.2173 验证集上准确率： 0.5369515 耗时: 2050.451113742 s
Epoch:  14 |train loss: 1.4363 验证集上准确率： 0.51616627 耗时: 2063.616001465 s
Epoch:  14 |train loss: 1.5923 验证集上准确率： 0.5092379 耗时: 2076.543504168 s
Epoch:  14 |train loss: 1.4022 验证集上准确率： 0.54272515 耗时: 2089.4407280230002 s
Epoch:  14 |train loss: 1.3365 验证集上准确率： 0.5300231 耗时: 2102.845683524 s
Epoch:  14 |train loss: 1.3715 验证集上准确率： 0.5404157 耗时: 2115.8916992110003 s
Epoch:  14 |train loss: 1.4361 验证集上准确率： 0.5300231 耗时: 2128.8971510489996 s
Epoch:  14 |train loss: 1.2673 验证集上准确率： 0.54272515 耗时: 2141.9992480200003 s
Epoch:  14 |train loss: 1.5610 验证集上准确率： 0.54849887 耗时: 2154.8452500239996 s
Epoch:  15 |train loss: 1.4673 验证集上准确率： 0.5577367 耗时: 2167.8755236909997 s
Epoch:  15 |train loss: 1.2800 验证集上准确率： 0.53464204 耗时: 2180.772339779 s
Epoch:  15 |train loss: 1.1885 验证集上准确率： 0.54272515 耗时: 2193.7130470549996 s
Epoch:  15 |train loss: 1.4361 验证集上准确率： 0.5092379 耗时: 2206.6325372489996 s
Epoch:  15 |train loss: 1.2754 验证集上准确率： 0.48383373 耗时: 2219.7151391459997 s
Epoch:  15 |train loss: 1.4142 验证集上准确率： 0.5 耗时: 2233.1420483770003 s
Epoch:  15 |train loss: 1.4984 验证集上准确率： 0.43764433 耗时: 2246.0388310040003 s
Epoch:  15 |train loss: 1.4966 验证集上准确率： 0.5404157 耗时: 2258.973955088 s
Epoch:  15 |train loss: 1.4378 验证集上准确率： 0.5207852 耗时: 2272.035791322 s
Epoch:  15 |train loss: 1.4361 验证集上准确率： 0.45150116 耗时: 2285.3521919029995 s
Epoch:  15 |train loss: 1.4986 验证集上准确率： 0.4930716 耗时: 2298.5916458670004 s
Epoch:  16 |train loss: 1.3081 验证集上准确率： 0.5230947 耗时: 2310.8839352640002 s
Epoch:  16 |train loss: 1.2486 验证集上准确率： 0.5230947 耗时: 2323.773602304 s
Epoch:  16 |train loss: 1.2466 验证集上准确率： 0.54849887 耗时: 2336.820399435 s
Epoch:  16 |train loss: 1.4047 验证集上准确率： 0.52424943 耗时: 2350.1771087800003 s
Epoch:  16 |train loss: 1.2486 验证集上准确率： 0.5300231 耗时: 2363.250152458 s
Epoch:  16 |train loss: 1.3736 验证集上准确率： 0.5369515 耗时: 2376.2344078210003 s
Epoch:  16 |train loss: 1.2798 验证集上准确率： 0.52540416 耗时: 2389.2027984620004 s
Epoch:  16 |train loss: 1.3111 验证集上准确率： 0.5300231 耗时: 2402.57833153 s
Epoch:  16 |train loss: 1.3423 验证集上准确率： 0.50230944 耗时: 2415.5595807490004 s
Epoch:  16 |train loss: 1.4986 验证集上准确率： 0.5069284 耗时: 2428.6319677099996 s
Epoch:  16 |train loss: 1.4048 验证集上准确率： 0.4965358 耗时: 2441.5398426650004 s
Epoch:  17 |train loss: 1.3423 验证集上准确率： 0.48498845 耗时: 2453.8870211159997 s
Epoch:  17 |train loss: 1.3423 验证集上准确率： 0.47690532 耗时: 2467.4892409010004 s
Epoch:  17 |train loss: 1.5607 验证集上准确率： 0.48383373 耗时: 2480.442079791 s
Epoch:  17 |train loss: 1.4361 验证集上准确率： 0.5103926 耗时: 2493.444211595 s
Epoch:  17 |train loss: 1.6236 验证集上准确率： 0.48845264 耗时: 2506.2724852509996 s
Epoch:  17 |train loss: 1.3736 验证集上准确率： 0.4907621 耗时: 2519.462688624 s
Epoch:  17 |train loss: 1.3736 验证集上准确率： 0.48729792 耗时: 2532.796019684 s
Epoch:  17 |train loss: 1.4985 验证集上准确率： 0.48845264 耗时: 2545.741934028 s
Epoch:  17 |train loss: 1.4051 验证集上准确率： 0.4792148 耗时: 2558.8179765649998 s
Epoch:  17 |train loss: 1.4475 验证集上准确率： 0.4896074 耗时: 2571.7638251410003 s
Epoch:  17 |train loss: 1.4986 验证集上准确率： 0.52540416 耗时: 2585.211545642 s
Epoch:  18 |train loss: 1.4361 验证集上准确率： 0.5288684 耗时: 2597.666029394 s
Epoch:  18 |train loss: 1.2173 验证集上准确率： 0.55427253 耗时: 2610.592653149 s
Epoch:  18 |train loss: 1.3736 验证集上准确率： 0.5288684 耗时: 2623.581144993 s
Epoch:  18 |train loss: 1.4674 验证集上准确率： 0.5531178 耗时: 2636.5262219559995 s
Epoch:  18 |train loss: 1.3111 验证集上准确率： 0.5531178 耗时: 2649.958909585 s
Epoch:  18 |train loss: 1.4304 验证集上准确率： 0.5588915 耗时: 2663.010483648 s
Epoch:  18 |train loss: 1.4048 验证集上准确率： 0.53233254 耗时: 2675.921659805 s
Epoch:  18 |train loss: 1.5284 验证集上准确率： 0.50230944 耗时: 2688.9073728609997 s
Epoch:  18 |train loss: 1.3111 验证集上准确率： 0.5415704 耗时: 2702.243544294 s
Epoch:  18 |train loss: 1.3419 验证集上准确率： 0.5415704 耗时: 2715.212932954 s
Epoch:  18 |train loss: 1.4673 验证集上准确率： 0.55427253 耗时: 2728.3561627799995 s
Epoch:  19 |train loss: 1.3352 验证集上准确率： 0.53810626 耗时: 2740.8026643489998 s
Epoch:  19 |train loss: 1.6024 验证集上准确率： 0.53464204 耗时: 2753.753138509 s
Epoch:  19 |train loss: 1.4986 验证集上准确率： 0.5300231 耗时: 2767.1193235369997 s
Epoch:  19 |train loss: 1.3736 验证集上准确率： 0.52193993 耗时: 2780.2434274700004 s
Epoch:  19 |train loss: 1.4361 验证集上准确率： 0.49422634 耗时: 2793.315596017 s
Epoch:  19 |train loss: 1.2576 验证集上准确率： 0.4930716 耗时: 2806.236095383 s
Epoch:  19 |train loss: 1.3736 验证集上准确率： 0.50577366 耗时: 2819.3960317309998 s
Epoch:  19 |train loss: 1.4676 验证集上准确率： 0.4965358 耗时: 2832.489769161 s
Epoch:  19 |train loss: 1.3423 验证集上准确率： 0.4930716 耗时: 2845.363010042 s
Epoch:  19 |train loss: 1.3111 验证集上准确率： 0.4907621 耗时: 2858.626945128 s
Epoch:  19 |train loss: 1.5611 验证集上准确率： 0.47459584 耗时: 2871.4469696869996 s
